e;PDF;ec6;pdfc6;dC;LC;dS;LS;dCH;LCH;dIP;LIP
;;;;86.989796;2.000067463;302.921459;2.00000861;145.422322;1.99970593;195.137234;1.999658552
;;;;86.989045;2.000067463;302.920261;2.00000861;145.419775;1.99970593;195.135508;1.999658552
;;;;86.988295;2.000067463;303.251493;1.99990265;145.251014;1.999758869;195.299241;2.000063731
;;;;86.987544;2.000067463;303.250295;1.99990265;145.414682;1.99970593;195.297515;2.000063731
;;;;86.820582;2.000118607;303.415312;1.99984967;145.744564;1.999600054;195.295789;2.000063731
;;;;86.986042;2.000067463;303.414114;1.99984967;145.575803;1.999652992;195.294063;2.000063731
;;;;86.985292;2.000067463;303.246702;1.99990265;145.407041;1.99970593;195.126123;2.000116839
;;;;86.818329;2.000118607;303.577934;1.999796691;145.903138;1.999547116;195.456827;2.000010623
;;;;86.98379;2.000067463;303.576736;1.999796691;145.568162;1.999652992;195.288886;2.000063731
;;;;86.650616;2.000169751;303.575538;1.999796691;145.565615;1.999652992;195.454131;1.999552333
;;;;86.982289;2.000067463;303.574341;1.999796691;145.563068;1.999652992;195.451649;2.000010623
;;;;86.981538;2.000067463;303.905572;1.999690731;145.726736;1.999600054;195.449923;2.000010623
;;;;86.980787;2.000067463;303.73816;1.999743711;145.890404;1.999547116;195.448198;2.000010623
;;;;86.980036;2.000067463;304.069392;1.999637751;146.053322;1.999948491;195.446472;2.000010623
;;;;87.145497;2.000016318;303.901979;1.999690731;146.21699;1.999895555;195.610961;1.999957515
;;;;87.144746;2.000016318;303.900782;1.999690731;146.380657;1.999842618;195.44302;2.000010623
;;;;86.977784;2.000067463;304.065035;2.000100659;146.211896;1.999895555;195.607509;1.999957515
;;;;86.977033;2.000067463;304.063837;2.000100659;146.375564;1.999842618;195.771998;1.999904407
;;;;86.976283;2.000067463;303.897189;1.999690731;146.206802;1.999895555;195.936487;1.999851299
;;;;86.975532;2.000067463;304.227657;2.000047681;146.37047;1.999842618;195.768547;1.999904407
;;;;86.974781;2.000067463;304.392674;1.999994703;146.201709;1.999895555;195.933036;1.999851299
;;;;87.140242;2.000016318;304.391476;1.999994703;146.032947;1.999948491;195.93131;1.999851299
;;;;87.139491;2.000016318;304.556493;1.999941725;145.864186;2.000001428;196.095799;1.999798191
;;;;87.13874;2.000016318;304.555295;1.999941725;145.861639;2.000001428;196.094073;1.999798191
;;;;87.13799;2.000016318;304.720312;1.999888746;146.026056;1.999494178;195.926132;1.999851299
;;;;87.137239;2.000016318;304.719115;1.999888746;146.188974;1.999895555;196.256836;1.999745083
;;;;87.3027;1.999965174;304.717917;1.999888746;146.020213;1.999948491;196.088896;1.999798191
;;;;87.301949;1.999965174;304.882934;1.999835768;146.017666;1.999948491;196.253385;1.999745083
;;;;87.134987;2.000016318;305.047951;1.99978279;145.848905;2.000001428;196.251659;1.999745083
;;;;87.134236;2.000016318;304.880539;1.999835768;146.178787;1.999895555;196.083718;1.999798191
;;;;87.299697;1.999965174;304.879341;1.999835768;146.342455;1.999842618;196.414422;1.999691975
;;;;87.132734;2.000016318;304.878143;1.999835768;146.339908;1.999842618;196.41194;2.000150323
;;;;86.965772;2.000067463;304.876946;1.999835768;146.171146;1.999895555;196.41097;1.999691975
;;;;86.965021;2.000067463;304.875748;1.999835768;146.1686;1.999895555;196.408488;2.000150323
;;;;86.798059;2.000118607;305.040765;1.99978279;146.332267;1.999842618;196.407519;1.999691975
;;;;86.631096;2.000169751;305.039567;1.99978279;146.163506;1.999895555;196.239578;1.999745083
;;;;86.297922;2.00027204;305.204584;1.999729812;146.327174;1.999842618;196.237852;1.999745083
;;;;86.13096;2.000323185;305.203387;1.999729812;146.490841;1.999789682;196.734015;2.00004411
;;;;86.130209;2.000323185;305.368404;1.999676834;146.155865;1.999895555;196.733045;1.99958576
;;;;86.130324;1.999798437;305.367206;1.999676834;146.485748;1.999789682;196.564348;2.000097216
;;;;85.963362;1.999849583;305.365244;2.000139803;146.483201;1.999789682;196.562623;2.000097216
;;;;86.128823;1.999798437;305.364811;1.999676834;146.314439;1.999842618;196.727112;2.00004411
;;;;86.127206;2.000323185;305.363613;1.999676834;146.644322;1.999736746;196.725386;2.00004411
;;;;86.293533;1.999747291;305.52863;1.999623856;146.47556;1.999789682;196.72366;2.00004411
;;;;86.12657;1.999798437;305.692883;2.00003385;146.639228;1.999736746;196.721934;2.00004411
;;;;86.124954;2.000323185;305.691685;2.00003385;147.134575;2.000032309;196.720208;2.00004411
;;;;86.125069;1.999798437;305.690488;2.00003385;147.465207;1.999472064;196.884697;1.999991004
;;;;86.289664;2.00027204;305.855505;1.999980873;147.295696;1.999979374;196.882972;1.999991004
;;;;86.288913;2.00027204;305.688092;2.00003385;147.126935;2.000032309;197.213676;1.999884791
;;;;86.288162;2.00027204;305.853109;1.999980873;147.125138;1.999577937;197.045735;1.999937897
;;;;86.287412;2.00027204;305.851912;1.999980873;146.956376;1.999630873;197.044009;1.999937897
;;;;86.287527;1.999747291;305.850714;1.999980873;147.451723;1.999926439;197.208498;1.999884791
;;;;86.28591;2.00027204;305.849516;1.999980873;147.449176;1.999926439;196.874342;1.999991004
;;;;86.617583;2.000169751;306.014533;1.999927897;147.1142;2.000032309;197.038832;1.999937897
;;;;86.949255;2.000067463;305.847121;1.999980873;147.278618;1.999525;197.037106;1.999937897
;;;;86.616081;2.000169751;306.012138;1.999927897;147.441536;1.999926439;197.201595;1.999884791
;;;;86.282907;2.00027204;306.177155;1.99987492;147.438989;1.999926439;197.532299;1.999778579
;;;;86.283022;1.999747291;306.175957;1.99987492;147.436442;1.999926439;197.364358;1.999831685
;;;;86.780041;2.000118607;306.17476;1.99987492;147.60011;1.999873504;197.196417;1.999884791
;;;;86.446866;2.000220896;306.173562;1.99987492;147.597563;1.999873504;197.194691;1.999884791
;;;;87.110962;2.000016318;306.338579;1.999821944;147.429551;1.999472064;197.192966;1.999884791
;;;;86.279153;2.00027204;306.503596;1.999768967;147.592469;1.999873504;197.19124;1.999884791
;;;;86.278403;2.00027204;306.502398;1.999768967;147.257493;1.999979374;197.355729;1.999831685
;;;;86.443863;2.000220896;306.501201;1.999768967;147.254947;1.999979374;197.021573;1.999937897
;;;;87.107959;2.000016318;306.500003;1.999768967;147.086935;1.999577937;197.352277;1.999831685
;;;;87.439632;1.99991403;306.498805;1.999768967;147.416817;1.999472064;197.516766;1.999778579
;;;;87.605093;1.999862886;306.496844;2.000231996;147.413521;1.999926439;197.348826;1.999831685
;;;;87.604342;1.999862886;306.662625;1.999715991;147.410974;1.999926439;197.513315;1.999778579
;;;;87.602725;2.000387699;306.661427;1.999715991;147.242212;1.999979374;197.511589;1.999778579
;;;;87.769052;1.999811741;306.660229;1.999715991;147.074201;1.999577937;197.343648;1.999831685
;;;;87.60209;1.999862886;306.658268;2.000179021;147.237119;1.999979374;197.508137;1.999778579
;;;;87.435127;1.99991403;306.824049;1.999663014;147.234572;1.999979374;197.506411;1.999778579
;;;;87.600588;1.999862886;306.822087;2.000126046;147.398239;1.999926439;197.504686;1.999778579
;;;;87.433626;1.99991403;306.821653;1.999663014;147.728122;1.99982057;197.669175;1.999725473
;;;;87.432875;1.99991403;306.820456;1.999663014;148.058004;1.999714701;197.667449;1.999725473
;;;;87.265913;1.999965174;306.984709;2.000073071;148.055457;1.999714701;197.333293;1.999831685
;;;;87.431373;1.99991403;306.983511;2.000073071;147.886696;1.999767635;197.497782;1.999778579
;;;;87.596834;1.999862886;306.982313;2.000073071;148.216578;1.999661766;197.662271;1.999725473
;;;;87.429872;1.99991403;306.98188;1.999610038;147.881602;1.999767635;197.494331;1.999778579
;;;;87.26291;1.999965174;306.979918;2.000073071;148.377699;1.999608831;197.492605;1.999778579
;;;;87.262159;1.999965174;307.144935;2.000020096;148.042723;1.999714701;197.823309;1.999672367
;;;;87.261408;1.999965174;307.309952;1.999967121;148.206391;1.999661766;197.655368;1.999725473
;;;;87.094446;2.000016318;307.14254;2.000020096;148.536273;1.999555897;197.819101;2.000130776
;;;;87.259907;1.999965174;307.141342;2.000020096;148.201297;1.999661766;197.651916;1.999725473
;;;;87.425367;1.99991403;307.472574;1.999914147;148.19875;1.999661766;197.816406;1.999672367
;;;;87.258405;1.999965174;307.305162;1.999967121;148.196203;1.999661766;197.48225;1.999778579
;;;;87.091443;2.000016318;307.303964;1.999967121;148.027442;1.999714701;197.812954;1.999672367
;;;;86.92448;2.000067463;307.302766;1.999967121;148.523539;1.999555897;197.645013;1.999725473
;;;;86.923729;2.000067463;307.301569;1.999967121;148.520242;2.000010331;197.642531;2.000183881
;;;;86.756767;2.000118607;307.466586;1.999914147;148.352231;1.999608831;197.807776;1.999672367
;;;;87.08844;2.000016318;307.465388;1.999914147;148.515898;1.999555897;198.13848;1.999566155
;;;;86.755265;2.000118607;307.46419;1.999914147;148.180922;1.999661766;198.302213;1.999971462
;;;;87.25315;1.999965174;307.795422;1.999808197;148.177626;2.000116197;198.300487;1.999971462
;;;;87.086187;2.000016318;307.62801;1.999861172;148.342043;1.999608831;198.298761;1.999971462
;;;;87.085437;2.000016318;307.626812;1.999861172;148.338747;2.000063264;198.46325;1.999918358
;;;;87.084686;2.000016318;307.791829;1.999808197;148.668629;1.999957398;198.29531;1.999971462
;;;;87.083935;2.000016318;307.956846;1.999755222;148.499867;2.000010331;198.293584;1.999971462
;;;;86.750761;2.000118607;307.789434;1.999808197;148.663535;1.999957398;198.458073;1.999918358
;;;;86.75001;2.000118607;307.788236;1.999808197;148.495524;1.999555897;198.290132;1.999971462
;;;;86.416836;2.000220896;307.787038;1.999808197;148.492227;2.000010331;198.454621;1.999918358
;;;;86.416085;2.000220896;307.952055;1.999755222;148.49043;1.999555897;198.286681;1.999971462
;;;;86.747758;2.000118607;307.950858;1.999755222;148.487133;2.000010331;198.45117;1.999918358
;;;;86.747007;2.000118607;307.94966;1.999755222;148.817765;1.999450028;198.449444;1.999918358
;;;;86.746256;2.000118607;307.948462;1.999755222;148.648254;1.999957398;198.116045;1.999566155
;;;;86.745506;2.000118607;307.947265;1.999755222;148.811922;1.999904465;198.279777;1.999971462
;;;;86.744755;2.000118607;308.278496;1.999649273;148.64316;1.999957398;198.111837;2.000024567
;;;;86.577792;2.000169751;307.944869;1.999755222;148.308934;1.999608831;197.943896;2.000077671
;;;;86.743253;2.000118607;308.109886;1.999702248;148.139423;2.000116197;198.108385;2.000024567
;;;;86.576291;2.000169751;308.108689;1.999702248;148.63552;1.999957398;198.272874;1.999971462
;;;;86.57554;2.000169751;307.941276;1.999755222;148.135079;1.999661766;198.104933;2.000024567
;;;;86.741001;2.000118607;308.271744;2.000112367;148.132532;1.999661766;198.103208;2.000024567
;;;;86.74025;2.000118607;308.105096;1.999702248;148.129985;1.999661766;198.101482;2.000024567
;;;;86.7395;2.000118607;308.269348;2.000112367;148.293653;1.999608831;198.099756;2.000024567
;;;;86.738749;2.000118607;308.268151;2.000112367;148.623535;1.999502962;198.264245;1.999971462
;;;;86.737998;2.000118607;308.266953;2.000112367;148.952668;1.999851532;198.096304;2.000024567
;;;;86.903459;2.000067463;308.432734;1.999596299;148.783907;1.999904465;198.095335;1.999566155
;;;;86.736497;2.000118607;308.264558;2.000112367;148.947574;1.999851532;198.259068;1.999971462
;;;;86.901957;2.000067463;308.264124;1.999649273;148.778813;1.999904465;198.257342;1.999971462
;;;;86.901207;2.000067463;308.262162;2.000112367;148.776266;1.999904465;198.421831;1.999918358
;;;;86.900456;2.000067463;308.261729;1.999649273;149.106148;1.999798599;198.25389;1.999971462
;;;;86.899705;2.000067463;308.259767;2.000112367;148.771172;1.999904465;198.252164;1.999971462
;;;;86.898954;2.000067463;308.424784;2.000059394;148.602411;1.999957398;198.084224;2.000024567
;;;;86.732858;1.999593852;308.590565;1.999543324;148.599864;1.999957398;198.248713;1.999971462
;;;;86.731241;2.000118607;308.422389;2.000059394;148.431103;2.000010331;198.080772;2.000024567
;;;;86.896702;2.000067463;308.75362;1.999953448;148.428556;2.000010331;198.245261;1.999971462
;;;;86.895951;2.000067463;308.420758;1.999596299;148.426759;1.999555897;198.410506;1.999459943
;;;;87.061412;2.000016318;308.418796;2.000059394;148.589677;1.999957398;198.408024;1.999918358
;;;;86.89445;2.000067463;308.583813;2.000006421;148.58713;1.999957398;198.572513;1.999865253
;;;;87.059911;2.000016318;308.582615;2.000006421;148.418368;2.000010331;198.404573;1.999918358
;;;;86.892948;2.000067463;308.747632;1.999953448;148.914465;1.999851532;198.402847;1.999918358
;;;;86.892198;2.000067463;308.746434;1.999953448;148.579489;1.999957398;198.567336;1.999865253
;;;;87.057658;2.000016318;308.579786;1.999543324;148.576942;1.999957398;198.56561;1.999865253
;;;;87.389331;1.99991403;308.910254;1.999900475;148.574395;1.999957398;198.397669;1.999918358
;;;;87.38858;1.99991403;308.742841;1.999953448;148.738063;1.999904465;198.562158;1.999865253
;;;;87.055406;2.000016318;308.741644;1.999953448;148.569302;1.999957398;198.560433;1.999865253
;;;;87.220867;1.999965174;308.740446;1.999953448;148.73297;1.999904465;198.558707;1.999865253
;;;;87.55254;1.999862886;308.905463;1.999900475;148.896637;1.999851532;198.723196;1.999812149
;;;;87.551789;1.999862886;308.904265;1.999900475;148.89409;1.999851532;198.72147;1.999812149
;;;;87.218615;1.999965174;308.570638;2.000006421;148.725329;1.999904465;198.719744;1.999812149
;;;;87.051652;2.000016318;308.90187;1.999900475;148.722782;1.999904465;198.551803;1.999865253
;;;;87.050902;2.000016318;309.066887;1.999847502;148.88645;1.999851532;198.716292;1.999812149
;;;;87.216362;1.999965174;308.899475;1.999900475;149.050118;1.999798599;198.548352;1.999865253
;;;;87.0494;2.000016318;308.898277;1.999900475;148.881356;1.999851532;198.712841;1.999812149
;;;;86.882438;2.000067463;309.063294;1.999847502;148.712595;1.999904465;198.711115;1.999812149
;;;;86.715475;2.000118607;308.729667;1.999953448;149.042477;1.999798599;198.709389;1.999812149
;;;;86.880936;2.000067463;309.060899;1.999847502;149.03993;1.999798599;198.873878;1.999759044
;;;;86.880185;2.000067463;309.225916;1.999794529;148.871169;1.999851532;198.872152;1.999759044
;;;;87.045646;2.000016318;309.058503;1.999847502;148.868622;1.999851532;198.870427;1.999759044
;;;;86.878684;2.000067463;309.22352;1.999794529;149.03229;1.999798599;199.034916;1.99970594
;;;;86.877933;2.000067463;309.056108;1.999847502;149.195957;1.999745666;198.70076;1.999812149
;;;;87.043394;2.000016318;309.05491;1.999847502;148.860981;1.999851532;198.865249;1.999759044
;;;;86.876432;2.000067463;309.386142;1.999741556;149.190864;1.999745666;198.863523;1.999759044
;;;;86.709469;2.000118607;309.384944;1.999741556;149.188317;1.999745666;198.861797;1.999759044
;;;;86.542507;2.000169751;309.217532;1.999794529;149.019555;1.999798599;199.192501;1.999652836
;;;;86.707968;2.000118607;309.21557;2.00025768;149.017009;1.999798599;198.858346;1.999759044
;;;;86.873429;2.000067463;309.381351;1.999741556;149.180676;1.999745666;198.85662;1.999759044
;;;;86.872678;2.000067463;309.213939;1.999794529;149.011915;1.999798599;199.021109;1.99970594
;;;;86.539504;2.000169751;309.378956;1.999741556;149.009368;1.999798599;198.853168;1.999759044
;;;;86.871176;2.000067463;309.377758;1.999741556;149.173036;1.999745666;199.183116;2.000111307
;;;;87.036637;2.000016318;309.376561;1.999741556;149.170489;1.999745666;198.849717;1.999759044
;;;;86.869675;2.000067463;309.375363;1.999741556;149.334157;1.999692733;198.847991;1.999759044
;;;;86.702712;2.000118607;309.374165;1.999741556;149.165395;1.999745666;199.177938;2.000111307
;;;;86.701962;2.000118607;309.538418;2.000151737;149.162848;1.999745666;199.176969;1.999652836
;;;;86.701211;2.000118607;309.537985;1.999688583;148.994087;1.999798599;199.008272;2.00016441
;;;;86.866672;2.000067463;309.369808;2.000204709;149.157755;1.999745666;199.007303;1.99970594
;;;;86.865921;2.000067463;309.369375;1.999741556;149.321422;1.999692733;199.171792;1.999652836
;;;;86.698959;2.000118607;309.368177;1.999741556;149.318876;1.999692733;199.169309;2.000111307
;;;;86.698208;2.000118607;309.366979;1.999741556;149.315579;2.000147224;199.500013;2.000005101
;;;;86.697457;2.000118607;309.697447;2.000098766;149.313782;1.999692733;199.165858;2.000111307
;;;;87.02913;2.000016318;309.530035;2.000151737;149.311235;1.999692733;198.998673;1.99970594
;;;;86.695956;2.000118607;309.861266;2.000045794;149.474903;1.9996398;198.996191;2.00016441
;;;;86.695205;2.000118607;309.860069;2.000045794;149.139927;1.999745666;199.327652;1.999599731
;;;;86.694454;2.000118607;309.858871;2.000045794;149.968453;1.999481002;199.492141;1.999546627
;;;;86.693703;2.000118607;309.858437;1.999582637;150.297585;1.999829637;199.157229;2.000111307
;;;;86.859164;2.000067463;309.690261;2.000098766;150.461253;1.999776706;199.155503;2.000111307
;;;;86.858413;2.000067463;309.689063;2.000098766;149.960062;1.999935499;199.154533;1.999652836
;;;;86.857663;2.000067463;309.85408;2.000045794;150.12373;1.999882568;199.152808;1.999652836
;;;;86.856912;2.000067463;309.852883;2.000045794;150.453612;1.999776706;199.151082;1.999652836
;;;;86.856161;2.000067463;310.0179;1.999992823;150.451066;1.999776706;198.982385;2.00016441
;;;;86.689199;2.000118607;309.850487;2.000045794;150.448519;1.999776706;199.14763;1.999652836
;;;;86.85466;2.000067463;310.015504;1.999992823;150.445972;1.999776706;199.311363;2.000058204
;;;;86.853909;2.000067463;309.848092;2.000045794;150.443425;1.999776706;199.144178;1.999652836
;;;;86.853158;2.000067463;309.846894;2.000045794;150.607093;1.999723775;199.307911;2.000058204
;;;;86.686196;2.000118607;310.011911;1.999992823;150.272117;1.999829637;199.306185;2.000058204
;;;;86.851657;2.000067463;309.844499;2.000045794;150.103355;1.999882568;199.304459;2.000058204
;;;;86.850906;2.000067463;310.009516;1.999992823;150.267023;1.999829637;199.635163;1.999951998
;;;;86.850155;2.000067463;309.675889;2.000098766;150.264476;1.999829637;199.467979;1.999546627
;;;;86.849404;2.000067463;310.007121;1.999992823;150.428144;1.999776706;199.299282;2.000058204
;;;;87.5135;1.999862886;309.840472;1.999582637;150.259383;1.999829637;199.297556;2.000058204
;;;;87.014114;2.000016318;310.004725;1.999992823;150.256836;1.999829637;199.29583;2.000058204
;;;;87.345787;1.99991403;309.837313;2.000045794;150.254289;1.999829637;199.460319;2.000005101
;;;;87.511248;1.999862886;310.168545;1.999939852;150.417957;1.999776706;199.625565;1.999493523
;;;;87.676709;1.999811741;309.834918;2.000045794;150.41541;1.999776706;199.456868;2.000005101
;;;;87.343535;1.99991403;310.166149;1.999939852;150.412863;1.999776706;199.455142;2.000005101
;;;;87.176572;1.999965174;309.998737;1.999992823;150.244101;1.999829637;199.453416;2.000005101
;;;;87.674456;1.999811741;309.997539;1.999992823;150.407769;1.999776706;199.617905;1.999951998
;;;;87.673706;1.999811741;309.996342;1.999992823;150.571437;1.999723775;199.449964;2.000005101
;;;;87.672089;2.000336557;309.828929;2.000045794;150.735105;1.999670844;199.614453;1.999951998
;;;;87.173569;1.999965174;309.827732;2.000045794;150.566343;1.999723775;199.612728;1.999951998
;;;;87.837665;1.999760597;310.158963;1.999939852;150.730011;1.999670844;199.444787;2.000005101
;;;;87.504491;1.999862886;309.991551;1.999992823;150.893679;1.999617913;199.609276;1.999951998
;;;;87.50374;1.999862886;309.990353;1.999992823;150.891132;1.999617913;199.441335;2.000005101
;;;;87.335912;2.000438842;309.989156;1.999992823;150.389941;1.999776706;199.439609;2.000005101
;;;;87.502239;1.999862886;310.154173;1.999939852;150.387394;1.999776706;199.604099;1.999951998
;;;;87.33441;2.000438842;309.98676;1.999992823;150.551062;1.999723775;199.768588;1.999898895
;;;;87.168314;1.999965174;309.985563;1.999992823;150.71473;1.999670844;199.600647;1.999951998
;;;;87.333775;1.99991403;310.316794;1.999886881;150.379754;1.999776706;199.598921;1.999951998
;;;;87.166812;1.999965174;310.315597;1.999886881;150.543422;1.999723775;199.43098;2.000005101
;;;;87.166062;1.999965174;310.314399;1.999886881;149.876016;1.999935499;199.595469;1.999951998
;;;;86.999099;2.000016318;310.146987;1.999939852;149.873469;1.999935499;199.759959;1.999898895
;;;;87.330772;1.99991403;310.312004;1.999886881;150.037137;1.999882568;199.592018;1.999951998
;;;;87.330021;1.99991403;310.310806;1.999886881;150.03459;1.999882568;199.590292;1.999951998
;;;;87.827905;1.999760597;310.475823;1.999833909;150.032044;1.999882568;199.754781;1.999898895
;;;;87.493865;2.000387699;310.308411;1.999886881;149.863282;1.999935499;199.753055;1.999898895
;;;;87.660192;1.999811741;310.473428;1.999833909;149.860735;1.999935499;199.585115;1.999951998
;;;;87.160806;1.999965174;310.47223;1.999833909;149.691974;1.99998843;199.749604;1.999898895
;;;;87.658691;1.999811741;310.304818;1.999886881;150.354285;1.999776706;199.914093;1.999845793
;;;;86.826882;2.000067463;310.469835;1.999833909;150.351738;1.999776706;199.912367;1.999845793
;;;;87.324766;1.99991403;310.634852;1.999780938;150.681621;1.999670844;199.910641;1.999845793
;;;;87.489361;2.000387699;310.467439;1.999833909;150.845289;1.999617913;199.908915;1.999845793
;;;;87.821899;1.999760597;310.632456;1.999780938;150.842742;1.999617913;199.740974;1.999898895
;;;;87.821148;1.999760597;310.465044;1.999833909;150.67398;1.999670844;199.905464;1.999845793
;;;;87.65332;2.000336557;310.463846;1.999833909;150.671433;1.999670844;199.737523;1.999898895
;;;;87.1548;1.999965174;310.795078;1.999727967;150.501922;2.000178326;199.902012;1.999845793
;;;;86.655415;2.000118607;310.793116;2.000191182;150.66634;1.999670844;199.900286;1.999845793
;;;;86.820875;2.000067463;310.792683;1.999727967;150.663793;1.999670844;199.89856;1.999845793
;;;;87.152548;1.999965174;310.62527;1.999780938;150.993675;1.999564982;199.896834;1.999845793
;;;;87.151797;1.999965174;310.457858;1.999833909;151.156593;1.999966608;199.895109;1.999845793
;;;;86.984835;2.000016318;310.78909;1.999727967;150.987831;2.000019538;200.059598;1.99979269
;;;;87.150296;1.999965174;310.621677;1.999780938;151.317714;1.999913679;199.891657;1.999845793
;;;;87.64818;1.999811741;310.786694;1.999727967;150.651059;1.999670844;199.889931;1.999845793
;;;;87.481217;1.999862886;310.785497;1.999727967;150.648512;1.999670844;199.888205;1.999845793
;;;;87.147177;2.000489984;310.783535;2.000191182;150.645965;1.999670844;199.88648;1.999845793
;;;;87.313504;1.99991403;310.783101;1.999727967;150.643418;1.999670844;200.050969;1.99979269
;;;;87.146542;1.999965174;310.948118;1.999674996;150.474657;1.999723775;200.215458;1.999739587
;;;;87.810638;1.999760597;310.614491;1.999780938;150.305895;1.999776706;200.047517;1.99979269
;;;;87.643675;1.999811741;310.613294;1.999780938;150.137134;1.999829637;199.87882;2.00030432
;;;;87.309635;2.000438842;311.109976;2.000085243;150.300801;1.999776706;200.044065;1.99979269
;;;;87.143539;1.999965174;311.108778;2.000085243;150.298255;1.999776706;200.042339;1.99979269
;;;;87.309;1.99991403;310.94213;1.999674996;150.461922;1.999723775;200.040614;1.99979269
;;;;87.307383;2.000438842;310.940168;2.000138212;150.791805;1.999617913;200.038888;1.99979269
;;;;87.141287;1.999965174;311.105185;2.000085243;150.954722;2.000019538;199.870947;1.999845793
;;;;87.805382;1.999760597;311.103987;2.000085243;151.11914;1.999512051;200.035436;1.99979269
;;;;87.139785;1.999965174;311.103554;1.999622025;151.282058;1.999913679;200.199925;1.999739587
;;;;87.305246;1.99991403;311.267807;2.000032273;151.445726;1.999860749;200.198199;1.999739587
;;;;87.470707;1.999862886;311.100394;2.000085243;151.443929;1.999406189;200.196474;1.999739587
;;;;87.302879;2.000438842;311.099197;2.000085243;151.606847;1.99980782;200.194748;1.999739587
;;;;87.302994;1.99991403;311.264214;2.000032273;151.271871;1.999913679;200.193022;1.999739587
;;;;87.634666;1.999811741;310.931351;1.999674996;151.435538;1.999860749;200.025081;1.99979269
;;;;87.633915;1.999811741;311.095604;2.000085243;151.765421;1.999754891;200.355785;1.999686485
;;;;87.799376;1.999760597;311.261385;1.999569054;151.430445;1.999860749;200.02163;1.99979269
;;;;87.133779;1.999965174;311.093208;2.000085243;151.427898;1.999860749;200.351577;2.000145016
;;;;87.133028;1.999965174;311.092011;2.000085243;151.591565;1.99980782;200.350608;1.999686485
;;;;87.796258;2.000285414;311.257028;2.000032273;151.589019;1.99980782;200.182667;1.999739587
;;;;87.629296;2.000336557;311.256594;1.999569054;151.586472;1.99980782;200.3464;2.000145016
;;;;87.130776;1.999965174;311.254632;2.000032273;151.583925;1.99980782;200.34543;1.999686485
;;;;87.296237;1.99991403;311.419649;1.999979303;151.747593;1.999754891;200.17749;1.999739587
;;;;87.627909;1.999811741;311.252237;2.000032273;151.578831;1.99980782;200.175764;1.999739587
;;;;87.460947;1.999862886;311.583469;1.999926334;151.576284;1.99980782;200.340253;1.999686485
;;;;87.957965;2.000234272;311.416056;1.999979303;151.573737;1.99980782;200.172312;1.999739587
;;;;87.791869;1.999760597;311.248644;2.000032273;151.404976;1.999860749;200.170586;1.999739587
;;;;87.458695;1.999862886;311.248211;1.999569054;151.568644;1.99980782;200.16886;1.999739587
;;;;87.624156;1.999811741;311.246249;2.000032273;151.732312;1.999754891;200.167135;1.999739587
;;;;87.290116;2.000438842;311.245051;2.000032273;151.895979;1.999701961;200.497839;1.999633382
;;;;86.957807;2.000016318;311.410068;1.999979303;151.893432;1.999701961;200.495356;2.000091915
;;;;87.123268;1.999965174;311.40887;1.999979303;151.558456;1.99980782;200.327415;2.000145016
;;;;87.122518;1.999965174;311.407673;1.999979303;151.55591;1.99980782;200.32569;2.000145016
;;;;87.45419;1.999862886;311.406475;1.999979303;151.719577;1.999754891;200.32472;1.999686485
;;;;87.121016;1.999965174;311.737707;1.999873364;151.71703;1.999754891;200.654668;2.000038814
;;;;87.286477;1.99991403;311.40408;1.999979303;151.714484;1.999754891;200.486727;2.000091915
;;;;87.285726;1.99991403;311.402882;1.999979303;151.878151;1.999701961;200.319543;1.999686485
;;;;87.78361;1.999760597;311.567899;1.999926334;151.875604;1.999701961;200.816462;1.999527177
;;;;88.114417;2.000183129;311.899131;1.999820395;151.873058;1.999701961;200.647764;2.000038814
;;;;87.615031;2.000336557;311.897933;1.999820395;151.704296;1.999754891;200.479824;2.000091915
;;;;87.615147;1.999811741;312.06295;1.999767426;152.034179;1.999649032;200.478098;2.000091915
;;;;87.780607;1.999760597;311.895538;1.999820395;151.532988;1.99980782;200.477129;1.999633382
;;;;87.779857;1.999760597;312.060555;1.999767426;151.86287;1.999701961;200.474646;2.000091915
;;;;87.612894;1.999811741;311.893142;1.999820395;151.860323;1.999701961;200.639892;1.999580279
;;;;87.612143;1.999811741;311.72573;1.999873364;151.857777;1.999701961;200.471195;2.000091915
;;;;87.445181;1.999862886;311.392103;1.999979303;151.689015;1.999754891;200.470225;1.999633382
;;;;87.443564;2.000387699;311.55712;1.999926334;151.852683;1.999701961;200.800173;1.999985713
;;;;87.277468;1.99991403;311.555922;1.999926334;151.683921;1.999754891;200.798447;1.999985713
;;;;87.442929;1.999862886;311.720939;1.999873364;151.847589;1.999701961;200.630506;2.000038814
;;;;87.442178;1.999862886;311.719742;1.999873364;152.011257;1.999649032;200.96121;1.999932612
;;;;87.773851;1.999760597;311.552329;1.999926334;152.00871;1.999649032;200.79327;1.999985713
;;;;87.7731;1.999760597;311.551132;1.999926334;151.839949;1.999701961;200.791544;1.999985713
;;;;87.771483;2.000285414;311.882363;1.999820395;152.003616;1.999649032;200.623603;2.000038814
;;;;87.604521;2.000336557;311.714951;1.999873364;152.167284;1.999596103;200.788092;1.999985713
;;;;87.272213;1.99991403;311.713753;1.999873364;152.164737;1.999596103;200.786366;1.999985713
;;;;87.271462;1.99991403;311.712556;1.999873364;152.16219;1.999596103;200.78464;1.999985713
