e;PDF;ec6;pdfc6;dC;LC;dS;LS;dCH;LCH;dIP;LIP
;;;;87.935558;1.999709453;311.877573;1.999820395;152.158893;2.000050719;200.782915;1.999985713
;;;;87.767729;2.000285414;311.71016;1.999873364;152.157097;1.999596103;200.614974;2.000038814
;;;;87.600767;2.000336557;311.875177;1.999820395;152.320014;1.999997791;200.779463;1.999985713
;;;;87.766228;2.000285414;311.87398;1.999820395;152.317467;1.999997791;200.777737;1.999985713
;;;;87.600131;1.999811741;312.038997;1.999767426;152.315671;1.999543174;200.444338;1.999633382
;;;;87.765592;1.999760597;311.70537;1.999873364;152.146159;2.000050719;200.608071;2.000038814
;;;;87.930187;2.000234272;311.870387;1.999820395;152.144362;1.999596103;200.77256;1.999985713
;;;;87.431667;1.999862886;312.035404;1.999767426;152.473495;1.999944864;200.604619;2.000038814
;;;;87.76334;1.999760597;312.034206;1.999767426;152.304733;1.999997791;200.602893;2.000038814
;;;;87.761723;2.000285414;311.700579;1.999873364;152.136722;1.999596103;200.601924;1.999580279
;;;;87.927184;2.000234272;312.031811;1.999767426;152.465854;1.999944864;200.599441;2.000038814
;;;;87.927299;1.999709453;311.864398;1.999820395;152.297843;1.999543174;200.763931;1.999985713
;;;;87.593259;2.000336557;311.863201;1.999820395;152.46076;1.999944864;200.762205;1.999985713
;;;;87.260951;1.99991403;311.695788;1.999873364;152.458214;1.999944864;200.594264;2.000038814
;;;;86.927777;2.000016318;311.860805;1.999820395;152.123988;1.999596103;200.758753;1.999985713
;;;;87.093238;1.999965174;312.025822;1.999767426;152.286905;1.999997791;200.923242;1.999932612
;;;;87.424911;1.999862886;312.024625;1.999767426;152.284358;1.999997791;200.589087;2.000038814
;;;;87.42416;1.999862886;312.023427;1.999767426;152.281812;1.999997791;200.587361;2.000038814
;;;;87.423409;1.999862886;312.022229;1.999767426;152.279265;1.999997791;200.75185;1.999985713
;;;;87.256447;1.99991403;312.187246;1.999714456;152.276718;1.999997791;200.916339;1.999932612
;;;;87.255696;1.99991403;312.019834;1.999767426;152.440386;1.999944864;200.748398;1.999985713
;;;;87.421157;1.999862886;312.351066;1.999661487;152.272374;1.999543174;200.580457;2.000038814
;;;;87.586618;1.999811741;312.016674;2.000230701;152.269077;1.999997791;200.744947;1.999985713
;;;;87.419655;1.999862886;312.182456;1.999714456;152.59896;1.999891936;200.743221;1.999985713
;;;;87.418039;2.000387699;312.015043;1.999767426;152.596413;1.999891936;200.741495;1.999985713
;;;;87.584365;1.999811741;312.013846;1.999767426;152.261437;1.999997791;200.739769;1.999985713
;;;;87.416537;2.000387699;312.178863;1.999714456;152.425104;1.999944864;200.904258;1.999932612
;;;;87.416652;1.999862886;312.177665;1.999714456;152.422558;1.999944864;200.902532;1.999932612
;;;;87.24969;1.99991403;312.176467;1.999714456;152.420011;1.999944864;200.900806;1.999932612
;;;;87.415151;1.999862886;312.174505;2.000177733;152.583679;1.999891936;200.899081;1.999932612
;;;;87.4144;1.999862886;312.340287;1.999661487;152.747346;1.999839009;200.73114;1.999985713
;;;;87.247438;1.99991403;312.338325;2.000124765;152.578585;1.999891936;200.729414;1.999985713
;;;;87.412032;2.000387699;312.503342;2.000071798;152.409823;1.999944864;200.727688;1.999985713
;;;;87.578359;1.999811741;312.170479;1.999714456;152.407277;1.999944864;201.058392;1.999879511
;;;;88.075378;2.000183129;312.169281;1.999714456;152.737159;1.999839009;201.056666;1.999879511
;;;;87.908415;2.000234272;312.334298;1.999661487;152.568397;1.999891936;201.054941;1.999879511
;;;;87.409895;1.999862886;312.498551;2.000071798;152.565851;1.999891936;200.887;1.999932612
;;;;87.906914;2.000234272;312.331903;1.999661487;152.563304;1.999891936;201.217704;1.99982641
;;;;88.404798;2.000080845;312.329941;2.000124765;152.560757;1.999891936;201.215978;1.99982641
;;;;88.237835;2.000131987;312.494958;2.000071798;152.55821;1.999891936;201.214252;1.99982641
;;;;88.569508;2.000029703;312.49376;2.000071798;152.555663;1.999891936;201.046311;1.999879511
;;;;88.070122;2.000183129;312.492563;2.000071798;152.553116;1.999891936;200.878371;1.999932612
;;;;88.069371;2.000183129;312.65758;2.00001883;152.882999;1.999786081;200.876645;1.999932612
;;;;87.903275;1.999709453;312.490167;2.000071798;152.714237;1.999839009;201.041134;1.999879511
;;;;88.06787;2.000183129;312.48897;2.000071798;152.71169;1.999839009;201.205623;1.99982641
;;;;88.067119;2.000183129;312.487772;2.000071798;152.542929;1.999891936;201.037682;1.999879511
;;;;88.066368;2.000183129;312.652789;2.00001883;152.872811;1.999786081;201.035957;1.999879511
;;;;88.232695;1.999607165;312.651591;2.00001883;152.870264;1.999786081;201.034231;1.999879511
;;;;88.064867;2.000183129;312.650394;2.00001883;152.535288;1.999891936;200.86629;1.999932612
;;;;87.897905;2.000234272;312.482981;2.000071798;152.698956;1.999839009;201.196994;1.99982641
;;;;88.395789;2.000080845;312.647998;2.00001883;152.862624;1.999786081;201.029053;1.999879511
;;;;88.395038;2.000080845;312.480586;2.000071798;152.693862;1.999839009;200.861113;1.999932612
;;;;88.061864;2.000183129;312.978032;1.999912894;152.525101;1.999891936;201.191817;1.99982641
;;;;87.894901;2.000234272;312.644405;2.00001883;152.854983;1.999786081;201.52252;1.999720208
;;;;88.060362;2.000183129;312.476993;2.000071798;152.686222;1.999839009;201.188365;1.99982641
;;;;88.724458;1.999978561;312.310345;1.999661487;152.683675;1.999839009;201.020424;1.999879511
;;;;88.391284;2.000080845;312.474598;2.000071798;152.681128;1.999839009;201.018698;1.999879511
;;;;88.224322;2.000131987;312.474164;1.999608517;152.678581;1.999839009;201.349402;1.999773309
;;;;87.891148;2.000234272;312.472202;2.000071798;152.676034;1.999839009;201.181462;1.99982641
;;;;87.890397;2.000234272;312.471005;2.000071798;152.839702;1.999786081;201.512166;1.999720208
;;;;88.055858;2.000183129;312.304357;1.999661487;152.837155;1.999786081;201.344225;1.999773309
;;;;87.888895;2.000234272;312.469374;1.999608517;152.668394;1.999839009;201.010069;1.999879511
;;;;87.888145;2.000234272;312.633626;2.00001883;152.832062;1.999786081;201.340773;1.999773309
;;;;88.219817;2.000131987;312.798643;1.999965862;152.6633;1.999839009;201.006618;1.999879511
;;;;88.55149;2.000029703;312.797446;1.999965862;152.826968;1.999786081;201.171107;1.99982641
;;;;88.052104;2.000183129;312.796248;1.999965862;152.990636;1.999733154;201.501811;1.999720208
;;;;88.051353;2.000183129;312.79505;1.999965862;152.988089;1.999733154;201.167655;1.99982641
;;;;87.884391;2.000234272;312.960067;1.999912894;152.985542;1.999733154;201.332144;1.999773309
;;;;88.049852;2.000183129;312.792655;1.999965862;152.982995;1.999733154;201.164203;1.99982641
;;;;87.716678;2.000285414;312.459028;2.000071798;152.814234;1.999786081;201.328692;1.999773309
;;;;87.882139;2.000234272;312.624045;2.00001883;152.977901;1.999733154;201.160752;1.99982641
;;;;88.380023;2.000080845;312.789062;1.999965862;153.141569;1.999680226;201.325241;1.999773309
;;;;88.711695;1.999978561;312.622414;1.999555548;152.806593;1.999786081;200.991085;1.999879511
;;;;88.378521;2.000080845;312.786667;1.999965862;153.136475;1.999680226;201.155574;1.99982641
;;;;88.045347;2.000183129;312.619254;2.00001883;152.967714;1.999733154;201.153848;1.99982641
;;;;88.044596;2.000183129;312.618057;2.00001883;152.798953;1.999786081;201.484552;1.999720208
;;;;88.210057;2.000131987;312.616859;2.00001883;152.96262;1.999733154;201.150397;1.99982641
;;;;88.043095;2.000183129;312.615661;2.00001883;153.126288;1.999680226;201.481101;1.999720208
;;;;88.540979;2.000029703;312.614464;2.00001883;152.957527;1.999733154;201.146945;1.99982641
;;;;87.875382;2.000234272;312.447051;2.000071798;152.95498;1.999733154;201.145219;1.99982641
;;;;87.874631;2.000234272;312.612068;2.00001883;152.952433;1.999733154;201.143494;1.99982641
;;;;88.538727;2.000029703;312.777085;1.999965862;152.949886;1.999733154;201.474197;1.999720208
;;;;88.537976;2.000029703;312.775888;1.999965862;152.947339;1.999733154;201.306257;1.999773309
;;;;88.03859;2.000183129;312.775454;1.999502579;153.111007;1.999680226;201.304531;1.999773309
;;;;87.871628;2.000234272;312.607278;2.00001883;152.942245;1.999733154;201.302805;1.999773309
;;;;87.870877;2.000234272;312.772295;1.999965862;153.105913;1.999680226;201.301079;1.999773309
;;;;87.537703;2.000336557;312.771097;1.999965862;153.103366;1.999680226;201.298597;2.0002319
;;;;87.870242;1.999709453;312.603685;2.00001883;153.10082;1.999680226;201.297628;1.999773309
;;;;88.034837;2.000183129;312.768702;1.999965862;153.098273;1.999680226;201.462117;1.999720208
;;;;87.867874;2.000234272;312.933719;1.999912894;153.094976;2.000134901;201.626606;1.999667107
;;;;87.867123;2.000234272;312.600092;2.00001883;153.259394;1.999627299;201.62488;1.999667107
;;;;87.866373;2.000234272;312.931323;1.999912894;152.924418;1.999733154;201.456939;1.999720208
;;;;87.69941;2.000285414;312.763911;1.999965862;153.088085;1.999680226;201.455213;1.999720208
;;;;87.864871;2.000234272;313.261357;1.999806959;153.085538;1.999680226;201.453488;1.999720208
;;;;88.030332;2.000183129;313.26016;1.999806959;153.082992;1.999680226;201.119332;1.99982641
;;;;87.86337;2.000234272;313.092747;1.999859926;152.91423;1.999733154;201.450036;1.999720208
;;;;87.862619;2.000234272;313.257764;1.999806959;153.077898;1.999680226;201.282095;1.999773309
;;;;88.194291;2.000131987;313.256567;1.999806959;153.075351;1.999680226;201.612799;1.999667107
;;;;88.027329;2.000183129;313.255369;1.999806959;153.239019;1.999627299;201.444859;1.999720208
;;;;88.19279;2.000131987;313.254171;1.999806959;152.904043;1.999733154;201.276918;1.999773309
;;;;87.69427;1.999760597;313.086759;1.999859926;153.06771;1.999680226;201.275192;1.999773309
;;;;88.025077;2.000183129;313.417991;1.999753991;153.231378;1.999627299;201.439681;1.999720208
;;;;88.024326;2.000183129;313.583008;1.999701023;153.228831;1.999627299;201.769628;2.000072601
;;;;87.857364;2.000234272;313.415595;1.999753991;153.06007;1.999680226;201.602444;1.999667107
;;;;88.022824;2.000183129;313.248183;1.999806959;153.223738;1.999627299;201.600718;1.999667107
;;;;88.022074;2.000183129;313.246985;1.999806959;153.387405;1.999574371;201.598993;1.999667107
;;;;88.021323;2.000183129;313.412002;1.999753991;153.384859;1.999574371;201.59651;2.000125701
;;;;88.186784;2.000131987;313.410805;1.999753991;153.216097;1.999627299;201.760999;2.000072601
;;;;87.854476;1.999709453;313.409607;1.999753991;153.379765;1.999574371;201.593815;1.999667107
;;;;87.686647;2.000285414;313.408409;1.999753991;153.211003;1.999627299;201.25966;1.999773309
;;;;87.852108;2.000234272;313.738876;2.000111397;153.208457;1.999627299;201.090962;2.000284999
;;;;87.685146;2.000285414;313.406014;1.999753991;153.371374;2.000029049;201.754853;1.999614006
;;;;88.016818;2.000183129;313.238602;1.999806959;153.369577;1.999574371;201.75237;2.000072601
;;;;88.016068;2.000183129;313.403619;1.999753991;153.367031;1.999574371;201.584429;2.000125701
;;;;87.849105;2.000234272;313.402421;1.999753991;153.032055;1.999680226;201.582704;2.000125701
;;;;88.014566;2.000183129;313.567438;1.999701023;153.361937;1.999574371;201.581734;1.999667107
;;;;88.013815;2.000183129;313.565476;2.000164363;153.193175;1.999627299;201.580009;1.999667107
;;;;88.179276;2.000131987;313.398828;1.999753991;153.190629;1.999627299;201.578283;1.999667107
;;;;88.178525;2.000131987;313.56308;2.000164363;153.188082;1.999627299;201.5758;2.000125701
;;;;88.011563;2.000183129;313.562647;1.999701023;153.350999;2.000029049;201.408616;1.999720208
;;;;87.844601;2.000234272;313.22902;1.999806959;153.349203;1.999574371;201.573105;1.999667107
;;;;88.010062;2.000183129;313.394037;1.999753991;153.51212;1.999976123;201.570623;2.000125701
;;;;88.175522;2.000131987;313.724504;2.000111397;153.344109;1.999574371;201.735112;2.000072601
;;;;88.00856;2.000183129;313.724071;1.999648056;153.340812;2.000029049;201.567928;1.999667107
;;;;88.007809;2.000183129;313.722874;1.999648056;153.50448;1.999976123;201.732417;1.999614006
;;;;87.840847;2.000234272;313.223032;1.999806959;153.336468;1.999574371;201.56372;2.000125701
;;;;88.006308;2.000183129;313.221834;1.999806959;153.499386;1.999976123;201.56275;1.999667107
;;;;88.005557;2.000183129;313.220637;1.999806959;153.497589;1.999521444;201.727239;1.999614006
;;;;87.839461;1.999709453;313.385654;1.999753991;153.328078;2.000029049;201.724757;2.000072601
;;;;88.004055;2.000183129;313.218241;1.999806959;153.492496;1.999521444;201.391358;1.999720208
;;;;88.003305;2.000183129;313.383258;1.999753991;153.322984;2.000029049;201.721305;2.000072601
;;;;87.836342;2.000234272;313.382061;1.999753991;153.486652;1.999976123;201.553365;2.000125701
;;;;87.66938;2.000285414;313.380863;1.999753991;153.650319;1.999923197;201.552395;1.999667107
;;;;88.001052;2.000183129;313.379665;1.999753991;153.481558;1.999976123;201.55067;1.999667107
;;;;88.000302;2.000183129;313.212253;1.999806959;153.479011;1.999976123;201.548944;1.999667107
;;;;87.999551;2.000183129;313.211055;1.999806959;153.476464;1.999976123;201.712676;2.000072601
;;;;87.9988;2.000183129;313.375308;2.000217329;153.474668;1.999521444;201.71095;2.000072601
;;;;87.998049;2.000183129;313.374875;1.999753991;153.138941;2.000081975;201.876196;1.999560905
;;;;87.997299;2.000183129;313.539892;1.999701023;153.303359;1.999574371;201.541284;2.000125701
;;;;87.830336;2.000234272;313.371715;2.000217329;153.466277;1.999976123;201.540315;1.999667107
;;;;87.996663;1.999658309;313.537496;1.999701023;153.298266;1.999574371;201.870262;2.000019502
;;;;87.995046;2.000183129;313.536299;1.999701023;153.129504;1.999627299;201.868536;2.000019502
;;;;87.661872;2.000285414;313.368886;1.999753991;153.126957;1.999627299;201.86681;2.000019502
;;;;87.993545;2.000183129;313.201474;1.999806959;153.456089;1.999976123;201.69887;2.000072601
;;;;87.826582;2.000234272;313.200276;1.999806959;153.288078;1.999574371;202.029574;1.999966402
;;;;88.158255;2.000131987;313.365293;1.999753991;153.118567;2.000081975;201.861633;2.000019502
;;;;87.991293;2.000183129;313.364096;1.999753991;153.282985;1.999574371;201.859907;2.000019502
;;;;87.990542;2.000183129;313.529113;1.999701023;153.279687;2.000029049;202.024396;1.999966402
;;;;88.322214;2.000080845;313.195486;1.999806959;153.277891;1.999574371;201.856455;2.000019502
;;;;88.155252;2.000131987;313.360503;1.999753991;153.440808;1.999976123;201.855486;1.999560905
;;;;88.320713;2.000080845;313.52552;1.999701023;153.604476;1.999923197;201.853004;2.000019502
;;;;88.15375;2.000131987;313.524322;1.999701023;153.601929;1.999923197;202.017493;1.999966402
;;;;87.986788;2.000183129;313.688574;2.000111397;153.266953;2.000029049;201.849552;2.000019502
;;;;88.152249;2.000131987;313.355712;1.999753991;153.264406;2.000029049;201.847826;2.000019502
;;;;88.151498;2.000131987;313.686179;2.000111397;153.760503;1.999870271;201.8461;2.000019502
;;;;88.150747;2.000131987;313.519531;1.999701023;153.260063;1.999574371;202.01059;1.999966402
;;;;88.316208;2.000080845;313.518334;1.999701023;153.42298;1.999976123;201.843406;1.999560905
;;;;88.315458;2.000080845;313.682586;2.000111397;153.254219;2.000029049;202.007138;1.999966402
;;;;88.314707;2.000080845;313.682153;1.999648056;153.086208;1.999627299;201.839197;2.000019502
;;;;88.313956;2.000080845;313.680955;1.999648056;153.249875;1.999574371;201.837471;2.000019502
;;;;88.313205;2.000080845;313.678993;2.000111397;153.081114;1.999627299;202.168175;1.999913303
;;;;88.146243;2.000131987;313.677795;2.000111397;153.078567;1.999627299;202.000235;1.999966402
;;;;88.311704;2.000080845;313.677362;1.999648056;153.241485;2.000029049;201.832294;2.000019502
;;;;88.310953;2.000080845;313.509185;2.000164363;153.239688;1.999574371;201.996783;1.999966402
;;;;88.310202;2.000080845;313.841182;1.999595088;153.070927;1.999627299;201.995057;1.999966402
;;;;88.309451;2.000080845;313.839219;2.00005843;153.06763;2.000081975;201.993331;1.999966402
;;;;87.976277;2.000183129;313.506357;1.999701023;153.232048;1.999574371;201.991605;1.999966402
;;;;88.30795;2.000080845;313.670609;2.000111397;153.22875;2.000029049;201.98988;1.999966402
;;;;88.307199;2.000080845;313.835626;2.00005843;153.392418;1.999976123;201.988154;1.999966402
;;;;88.140237;2.000131987;314.499287;1.999846566;153.058192;1.999627299;201.986428;1.999966402
;;;;88.305698;2.000080845;314.16566;1.999952498;153.387324;1.999976123;201.984702;1.999966402
;;;;88.138735;2.000131987;313.499604;2.000164363;153.385528;1.999521444;201.982976;1.999966402
;;;;88.304196;2.000080845;313.8316;1.999595088;153.382231;1.999976123;202.31368;1.999860204
;;;;88.303445;2.000080845;313.995853;2.000005464;153.21422;1.999574371;202.14574;1.999913303
;;;;88.136483;2.000131987;313.82844;2.00005843;153.210923;2.000029049;202.144014;1.999913303
;;;;88.135732;2.000131987;313.828007;1.999595088;153.37534;1.999521444;201.976073;1.999966402
;;;;88.134981;2.000131987;314.158474;1.999952498;153.205829;2.000029049;202.140562;1.999913303
;;;;87.968019;2.000183129;314.489706;1.999846566;153.203282;2.000029049;201.972621;1.999966402
;;;;87.967268;2.000183129;314.322294;1.999899532;153.200735;2.000029049;202.137111;1.999913303
;;;;88.132729;2.000131987;314.321096;1.999899532;153.530617;1.999923197;202.135385;1.999913303
;;;;88.29819;2.000080845;314.319898;1.999899532;153.694285;1.999870271;202.133659;1.999913303
;;;;88.131228;2.000131987;314.318701;1.999899532;153.691738;1.999870271;202.131933;1.999913303
;;;;88.296689;2.000080845;314.151288;1.999952498;153.522977;1.999923197;202.130207;1.999913303
;;;;88.295938;2.000080845;313.817661;2.00005843;153.686645;1.999870271;202.128481;1.999913303
;;;;88.295187;2.000080845;313.982678;2.000005464;153.684098;1.999870271;201.960541;1.999966402
;;;;88.294436;2.000080845;313.649051;2.000111397;153.349122;1.999976123;202.12503;1.999913303
;;;;88.127474;2.000131987;313.814068;2.00005843;154.011433;1.99976442;202.289519;1.999860204
;;;;88.126723;2.000131987;313.812871;2.00005843;153.842672;1.999817346;202.121578;1.999913303
;;;;88.125972;2.000131987;314.144102;1.999952498;153.341481;1.999976123;202.286067;1.999860204
;;;;88.291433;2.000080845;314.142905;1.999952498;153.338934;1.999976123;202.118126;1.999913303
;;;;88.290682;2.000080845;313.975492;2.000005464;153.502602;1.999923197;202.116401;1.999913303
;;;;88.456143;2.000029703;314.140509;1.999952498;153.832484;1.999817346;201.94846;1.999966402
;;;;88.289181;2.000080845;314.139312;1.999952498;153.663723;1.999870271;202.112949;1.999913303
;;;;88.454642;2.000029703;314.138114;1.999952498;153.661176;1.999870271;202.277438;1.999860204
;;;;88.620103;1.999978561;314.303131;1.999899532;153.492415;1.999923197;201.777068;2.000019502
;;;;88.120717;2.000131987;313.969504;2.000005464;153.656082;1.999870271;201.775342;2.000019502
;;;;88.286178;2.000080845;314.134521;1.999952498;153.321106;1.999976123;202.272261;1.999860204
;;;;88.451639;2.000029703;314.133323;1.999952498;153.484774;1.999923197;202.270535;1.999860204
;;;;88.450888;2.000029703;314.132126;1.999952498;153.482227;1.999923197;202.268809;1.999860204
;;;;88.283926;2.000080845;313.798499;2.00005843;153.47968;1.999923197;202.267083;1.999860204
;;;;88.116963;2.000131987;313.963516;2.000005464;153.477134;1.999923197;202.265357;1.999860204
;;;;88.116212;2.000131987;314.294747;1.999899532;153.640801;1.999870271;202.097417;1.999913303
;;;;88.115462;2.000131987;314.127335;1.999952498;153.638254;1.999870271;202.261906;1.999860204
;;;;88.280923;2.000080845;314.292352;1.999899532;153.469493;1.999923197;202.093965;1.999913303
;;;;88.280172;2.000080845;314.12494;1.999952498;153.633161;1.999870271;202.258454;1.999860204
;;;;88.113209;2.000131987;314.289957;1.999899532;153.630614;1.999870271;201.924298;1.999966402
;;;;88.112459;2.000131987;314.288759;1.999899532;153.628067;1.999870271;202.088788;1.999913303
;;;;88.111708;2.000131987;314.287561;1.999899532;153.62552;1.999870271;202.087062;1.999913303
;;;;88.110957;2.000131987;314.286364;1.999899532;153.622973;1.999870271;202.251551;1.999860204
;;;;88.110206;2.000131987;314.285166;1.999899532;153.454212;1.999923197;202.249825;1.999860204
;;;;87.943244;2.000183129;314.117754;1.999952498;153.784094;1.999817346;202.414314;1.999807104
;;;;87.942493;2.000183129;314.448985;1.999846566;153.449118;1.999923197;202.246373;1.999860204
;;;;87.941742;2.000183129;314.614002;1.9997936;153.612786;1.999870271;202.577077;1.999754005
;;;;88.107203;2.000131987;314.280375;1.999899532;153.610239;1.999870271;202.409137;1.999807104
;;;;87.940241;2.000183129;314.279178;1.999899532;153.773907;1.999817346;202.573626;1.999754005
;;;;88.105702;2.000131987;314.444195;1.999846566;153.77136;1.999817346;201.90704;1.999966402
;;;;88.104951;2.000131987;314.442997;1.999846566;153.602599;1.999870271;202.071529;1.999913303
;;;;88.270412;2.000080845;314.441799;1.999846566;153.600052;1.999870271;202.236018;1.999860204
;;;;87.937238;2.000183129;314.939246;1.999687668;153.597505;1.999870271;201.901863;1.999966402
;;;;88.102699;2.000131987;314.771069;2.000204035;153.761173;1.999817346;202.232567;1.999860204
;;;;88.101948;2.000131987;314.271992;1.999899532;153.758626;1.999817346;202.064626;1.999913303
;;;;88.101197;2.000131987;314.270794;1.999899532;153.756079;1.999817346;201.896685;1.999966402
;;;;87.934235;2.000183129;314.269596;1.999899532;153.919747;1.99976442;202.061174;1.999913303
;;;;88.265907;2.000080845;314.268399;1.999899532;153.750985;1.999817346;202.225663;1.999860204
;;;;87.932733;2.000183129;314.433416;1.999846566;153.914653;1.99976442;202.057723;1.999913303
;;;;88.098194;2.000131987;314.266003;1.999899532;153.745891;1.999817346;202.055997;1.999913303
;;;;87.931232;2.000183129;314.597235;1.9997936;153.909559;1.99976442;202.054271;1.999913303
;;;;88.262904;2.000080845;314.429823;1.999846566;154.073227;1.999711494;202.384975;1.999807104
;;;;88.095942;2.000131987;314.428625;1.999846566;153.904466;1.99976442;202.383249;1.999807104
;;;;88.095191;2.000131987;314.427427;1.999846566;154.234348;1.999658568;202.049094;1.999913303
;;;;87.928229;2.000183129;314.758659;1.999740634;154.398016;1.999605643;202.047368;1.999913303
;;;;88.09369;2.000131987;314.591247;1.9997936;154.229254;1.999658568;202.378072;1.999807104
;;;;88.259151;2.000080845;314.590049;1.9997936;154.226707;1.999658568;202.043916;1.999913303
;;;;88.2584;2.000080845;314.588851;1.9997936;154.22416;1.999658568;202.208405;1.999860204
;;;;88.091437;2.000131987;314.587654;1.9997936;154.387828;1.999605643;202.040465;1.999913303
;;;;88.090687;2.000131987;314.586456;1.9997936;154.218316;2.000113305;202.204954;1.999860204
;;;;88.089936;2.000131987;314.751473;1.999740634;154.21652;1.999658568;202.203228;1.999860204
;;;;87.922973;2.000183129;315.08194;2.000098106;154.213973;1.999658568;202.201502;1.999860204
;;;;88.254646;2.000080845;314.915292;1.999687668;153.878997;1.99976442;202.033561;1.999913303
;;;;87.921472;2.000183129;314.91333;2.00015107;153.87645;1.99976442;202.031835;1.999913303
;;;;88.086933;2.000131987;314.746682;1.999740634;153.873903;1.99976442;202.528754;1.999754005
;;;;87.91997;2.000183129;314.745485;1.999740634;154.037571;1.999711494;202.526272;2.000212658
;;;;88.251643;2.000080845;314.578072;1.9997936;153.86881;1.99976442;202.359088;1.999807104
;;;;88.250892;2.000080845;314.742325;2.000204035;154.032477;1.999711494;202.191147;1.999860204
;;;;88.08393;2.000131987;314.741892;1.999740634;154.029931;1.999711494;202.189421;1.999860204
;;;;88.083179;2.000131987;314.906909;1.999687668;154.027384;1.999711494;202.35391;1.999807104
;;;;88.24864;2.000080845;314.573282;1.9997936;154.191051;1.999658568;202.352184;1.999807104
;;;;88.081678;2.000131987;314.738299;1.999740634;154.188505;1.999658568;202.350459;1.999807104
;;;;88.080927;2.000131987;314.737101;1.999740634;154.019743;1.999711494;202.182518;1.999860204
;;;;88.246388;2.000080845;314.735903;1.999740634;154.017196;1.999711494;202.180792;1.999860204
;;;;88.411849;2.000029703;314.734706;1.999740634;154.014649;1.999711494;202.345281;1.999807104
;;;;88.244886;2.000080845;315.232152;1.999581737;154.012103;1.999711494;202.343555;1.999807104
;;;;88.077924;2.000131987;315.06474;1.999634703;154.17577;1.999658568;202.175615;1.999860204
;;;;88.077173;2.000131987;314.896563;2.00015107;154.173223;1.999658568;202.340104;1.999807104
;;;;88.408846;2.000029703;314.397486;1.999846566;154.004462;1.999711494;202.338378;1.999807104
;;;;88.241883;2.000080845;315.061147;1.999634703;154.001915;1.999711494;202.170437;1.999860204
;;;;88.074921;2.000131987;314.89297;2.00015107;154.331797;1.999605643;202.334926;1.999807104
;;;;88.240382;2.000080845;314.560107;1.9997936;154.3285;2.000060381;202.499415;1.999754005
;;;;88.073419;2.000131987;314.725124;1.999740634;154.159739;2.000113305;202.331475;1.999807104
;;;;88.072668;2.000131987;314.557712;1.9997936;154.324157;1.999605643;202.329749;1.999807104
;;;;88.238129;2.000080845;314.722729;1.999740634;154.155395;1.999658568;202.328023;1.999807104
;;;;88.071167;2.000131987;314.555317;1.9997936;154.152849;1.999658568;202.492512;1.999754005
;;;;88.236628;2.000080845;314.720334;1.999740634;154.648195;1.999954533;202.324571;1.999807104
;;;;88.235877;2.000080845;314.719136;1.999740634;154.480184;1.999552717;202.322845;1.999807104
;;;;88.068915;2.000131987;314.551724;1.9997936;154.477637;1.999552717;202.653549;1.999700906
;;;;88.234376;2.000080845;314.550526;1.9997936;154.308876;1.999605643;202.485609;1.999754005
;;;;88.233625;2.000080845;314.549328;1.9997936;154.471793;2.000007457;202.317668;1.999807104
;;;;88.232874;2.000080845;314.88056;1.999687668;154.303782;1.999605643;202.482157;1.999754005
;;;;88.065912;2.000131987;314.879362;1.999687668;154.4667;2.000007457;202.480431;1.999754005
;;;;88.231372;2.000080845;314.71195;1.999740634;154.464903;1.999552717;202.644164;2.00015956
;;;;88.396833;2.000029703;314.710752;1.999740634;154.62782;1.999954533;202.47698;1.999754005
;;;;88.229871;2.000080845;314.54334;1.9997936;154.625274;1.999954533;202.641469;1.999700906
;;;;87.896697;2.000183129;314.708357;1.999740634;154.622727;1.999954533;202.141098;1.999860204
;;;;88.228369;2.000080845;314.707159;1.999740634;154.454716;1.999552717;202.305587;1.999807104
;;;;88.061407;2.000131987;314.872176;1.999687668;154.451418;2.000007457;202.470076;1.999754005
;;;;88.226868;2.000080845;314.704764;1.999740634;154.283407;1.999605643;202.135921;1.999860204
;;;;88.059906;2.000131987;314.703566;1.999740634;154.612539;1.999954533;202.466625;1.999754005
;;;;88.225366;2.000080845;314.702369;1.999740634;154.609992;1.999954533;202.464899;1.999754005
;;;;88.224616;2.000080845;314.701171;1.999740634;154.607446;1.999954533;202.463173;1.999754005
;;;;88.223865;2.000080845;315.032403;1.999634703;154.604899;1.999954533;202.461447;1.999754005
;;;;88.056903;2.000131987;315.03044;2.000098106;154.436888;1.999552717;202.293507;1.999807104
;;;;88.056152;2.000131987;314.697578;1.999740634;154.599805;1.999954533;202.457996;1.999754005
;;;;88.221613;2.000080845;315.028045;2.000098106;154.431044;2.000007457;202.290055;1.999807104
;;;;88.220862;2.000080845;314.861397;1.999687668;154.428497;2.000007457;202.453787;2.000212658
;;;;87.887688;2.000183129;314.8602;1.999687668;154.42595;2.000007457;202.452818;1.999754005
;;;;88.053149;2.000131987;315.025217;1.999634703;154.589618;1.999954533;203.115952;1.999541608
;;;;88.21861;2.000080845;314.857804;1.999687668;154.421607;1.999552717;202.614825;2.00015956
;;;;88.051647;2.000131987;315.022057;2.000098106;154.584524;1.999954533;202.613856;1.999700906
;;;;88.050896;2.000131987;314.855409;1.999687668;154.415763;2.000007457;202.778345;1.999647807
;;;;88.382569;2.000029703;314.687997;1.999740634;154.57943;1.999954533;202.776619;1.999647807
